rating,,uniqueID,drugName,condition,review,rating,date,usefulCount
1,120249,113719,Acetaminophen / butalbital / caffeine,Headache,"""I had a spinal tap recently and unfortunately was in the small percentage of people that have spinal headaches from this procedure. I&#039;ve had migraines forever but a spinal headache is by far the most debilitating experience. I was prescribed fioricet and was taking 2 every 4 hours it did nothing! I was back hospitalized the next day. So this may work great for migraines but anyone prescribed this for spinal headaches it does not work.""",1,27-Jun-15,15
1,84018,39232,Contrave,Weight Loss,"""Took first pill and became very sick. Sleep disturbance, ill stomach, chemical taste""",1,3-Apr-17,7
1,16899,198629,Depo-Provera,Birth Control,"""This is the WORST damn injection do NOT GET it, 2 of my friends bled badly for 4 months after shots of this and I personally suffer a stupid condition that has no cure be warned. This will cause an autoimmune issue. Should be FDA banned""",1,20-Jul-17,4
1,77724,168024,Jolessa,Birth Control,"""This medication caused massive and sub-massive pulmonary embolisms; as well as a major saddle embolus. Thus causing my right ventricle to become enlarged, resting pulse to become over 150 and lowered my oxygen levels. If I had not had a CT scan because I repetitively complained about how it was getting harder and harder to breathe- I would be dead! My cardiologist doesn&#039;t know how I am still alive. I am a healthy female in my 20&#039;s who took low does estrogen B.C. pills for years until I switched to this drug. Months later and I am on blood thinners and unable to continue my schooling or physically demanding job. It seemed to be working fine. Over time I started developing what I thought was back strain, or from overworking my abs. Turns out the pain was actually caused by the lack of oxygen to my lung tissue which is now dead (infarction). I was in physical therapy for weeks until the shortness of breathe kicked in. I&#039;m a runner. There was no way I got out of shape that fast. I pushed. They considered asthma. After my heart &quot;was nearly beating out of your chest and I could hear it without my stethoscope&quot; said my NP- I got a CT which revealed the clots and was immediately admitted for EKOS surgery (direct catheter thrombolysis). I had to lay on my back for over 24 hours. They had to put wires into my lungs and legs. Blood work following the procedure shows that my ONLY risk factor was this birth control- it nearly killed me in my early 20&#039;s.""",1,16-Nov-16,3
1,103558,208830,Belsomra,Insomnia,"""I tried this medication for insomnia.  I had been taking Restoril 30 mg to help me sleep but it had stopped working as well. My doctor gave me samples of Belsomra to try and said I needed to start at 10 mg but it probably wouldn&#039;t work until I titrated up to 20 mg.  I had the worst night I&#039;ve had in a long time after taking this. I became confused and upset.  I began crying and became dizzy and felt as though I couldn&#039;t breathe. I was terrified to go to sleep. I apparently did fall asleep at some point after lying awake trying to keep from going to sleep due to fear. I had horrible dreams.  Never taking this again. Worst night I can remember in a long long time. I&#039;ve felt horrible all day, groggy, and nervous.""",1,4-Mar-16,35
1,137565,229302,Lurasidone,Bipolar Disorde,"""I was put on it the last time I was inpatient and they upped it too much too fast.  I wound up being high off of it.  When I got out of the hospital, my insurance wouldn&#039;t cover it, so I stopped cold turkey.  I felt so much better once I got off of it.""",1,4-Oct-17,4
1,30688,110033,Nexplanon,Birth Control,"""I got this implant shortly after my c-section.. My periods have been so irregular and I spot for months...I got it January 2013 today may 4 2016 I began my period a couple days ago and it&#039;s never been this heavy and clotted I don&#039;t know if this is normal I have to change my tampon every hour it&#039;s a regular size tampon but I feel light headed too idk but this implant has been not worth the mess is rather just have it once a month for a week then deal with this!!!""",1,4-May-16,0
1,73925,148441,Mirena,Abnormal Uterine Bleeding,"""I forgot to add to my last post that ever since I got the Mirena my skin has gotten very oily and I am now having acne problems. I feel bloated All the time and anxious most of the times. My energy level is poor I hardly want to get up from bed and cramp a lot. :(""",1,5-Aug-17,2
1,8072,108714,Nexplanon,Birth Control,"""Hi everyone,  
My new name is Misery... because ever since I got this nexplanon Implant 7 months ago that is what I have been. I have gained 30lbs and went from a size 5 in jeans to a size 8. My hips hurts and feet hurt which didn&rsquo;t start until I gained the weight from the implant. My mood is awful, I have zero energy and I got stretch marks on my arm in the area that I got the implant. My other arm is fine and I&rsquo;m just literally depressed right now. I get this horrible implant taken out next week &amp; I cannot wait to get back to my regular self and try to lose all this weight. 1:10 do NOT recommend especially if you Have the tendency to gain weight easily. 

Yours truly, 
Misery""",1,7-Nov-17,2
1,76753,4276,Belviq,Obesity,"""I&#039;ve been taking BELVIQ for almost 4 months without any weight loss. I have been eating healthy meals and walking about a mile and more practically every day. Why won&#039;t the weight start falling off? Please help. Tat""",1,15-Jul-17,4
